STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DNK,Denmark,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GRC,Greece,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ESP,Spain,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,EST,Estonia,TAXDIESEL,Diesel tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FRA,France,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,ELV_PM,Emission limit value PM,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,POL,Poland,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CZE,Czechia,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,LUX,Luxembourg,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,LUX,Luxembourg,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CZE,Czechia,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,PRT,Portugal,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,POL,Poland,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,ELV_SOX,Emission limit value SOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DEU,Germany,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GRC,Greece,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GRC,Greece,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,ELV_SOX,Emission limit value SOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVK,Slovak Republic,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,LUX,Luxembourg,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,POL,Poland,RD_SUB,Low-carbon R&D expenditures,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ESP,Spain,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,ELV_PM,Emission limit value PM,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DEU,Germany,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DEU,Germany,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,PRT,Portugal,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUT,Austria,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NLD,Netherlands,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DNK,Denmark,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SWE,Sweden,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,FIN,Finland,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,ELV_NOX,Emission limit value NOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ITA,Italy,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NOR,Norway,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IRL,Ireland,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ESP,Spain,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,PRT,Portugal,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,DEU,Germany,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,ELV_NOX,Emission limit value NOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,PRT,Portugal,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHE,Switzerland,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GRC,Greece,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,NZL,New Zealand,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,ELV_SOX,Emission limit value SOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,TUR,Türkiye,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,POL,Poland,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ESP,Spain,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,JPN,Japan,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BEL,Belgium,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,KOR,Korea,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,EST,Estonia,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,GBR,United Kingdom,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,LUX,Luxembourg,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,HUN,Hungary,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,USA,United States,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,AUS,Australia,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CAN,Canada,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVN,Slovenia,ELV_PM,Emission limit value PM,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IDN,Indonesia,EPS_MKT,Market based policies,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BRA,Brazil,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,RUS,Russia,ELV_DIESELSO,Emission limit value sulphur,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BRA,Brazil,ELV_DIESELSO,Emission limit value sulphur,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ZAF,South Africa,ELV_NOX,Emission limit value NOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IND,India,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IDN,Indonesia,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHN,China (People's Republic of),FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVN,Slovenia,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ZAF,South Africa,TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IDN,Indonesia,TAXDIESEL,Diesel tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BRA,Brazil,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BRA,Brazil,ELV_NOX,Emission limit value NOx,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,IDN,Indonesia,RD_SUB,Low-carbon R&D expenditures,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHN,China (People's Republic of),TAXCO2,Carbon dioxides (CO2) Tax,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,SVN,Slovenia,FIT_WIND,Wind Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ZAF,South Africa,TRADESCH_CO2,CO2 Trading Scheme,2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,BRA,Brazil,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,CHN,China (People's Republic of),FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,,0,,A,,,,0,Units,,
DATAFLOW,OECD:DF_EPS(1.0),Environmental Policy Stringency Index,I,ZAF,South Africa,TAXSOX,Sulphur Oxides (SOx) Tax,2003,,0,,A,,,,0,Units,,
