Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
GHG data for some source categories are not directly comparable between 2010 and subsequent years. 12 new source categories began reporting for 2011.,,,,,,,,,,,,
Search Parameters: year=2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2019,Empire District Elec Co Energy Ctr,1001046,2537 FIR ROAD,37.1385,-94.1041,SARCOXIE,Jasper,MO,64862,THE EMPIRE DISTRICT ELECTRIC CO (100%),83176,"C,D"
2019,"Empire Generating Co, LLC",1007388,"75 Riverside Avenue, PO Box 350",42.6296,-73.749,Rensselaer,Rensselaer,NY,12144,"Empire Acquisition, LLC (100%)",977986,D
2019,Emporia Energy Center,1000583,1685 ROAD 200TH,38.4464,-96.0651,EMPORIA,LYON COUNTY,KS,66801,EVERGY INC (100%),443688,D
2019,Encogen Generating Station,1006502,915 Cornwall Ave,48.746,-122.486,Bellingham,WHATCOM COUNTY,WA,98225,PUGET SOUND ENERGY (100%),191710,D
2019,Energy Center Dover,1000087,1280 W NORTH ST,39.1467,-75.5461,DOVER,Kent,DE,19904,CLEARWAY ENERGY INC (100%),63014,"C,D"
2019,Energy Center Harrisburg LLC,1005167,100 North 10th Street,40.26582,-76.87643,Harrisburg,DAUPHIN COUNTY,PA,17101,CLEARWAY ENERGY INC (100%),30650,C
2019,Energy Center Pittsburgh LLC,1005798,111 South Commons Avenue,40.450662,-80.003102,Pittsburgh,ALLEGHENY COUNTY,PA,15212,CLEARWAY ENERGY INC (100%),35041,C
2019,"Ennis Power Company, LLC",1001370,4001 WEST ENNIS AVE,32.3194,-96.6739,ENNIS,Ellis,TX,75119,Vistra Energy Corp (100%),519036,D
2019,Equus Power I,1000420,289 BUFFALO AVE,40.6447,-73.5683,FREEPORT,Nassau,NY,11520,J POWER USA DEVELOPMENT CO LTD (100%),22489,D
2019,Erickson,1000683,3725 CANAL RD,42.6919,-84.6572,LANSING,Eaton,MI,48917,LANSING BOARD OF WATER & LIGHT (100%),885279,"C,D"
2019,Escalante,1001419,COUNTY ROAD 19,35.4159,-108.082,PREWITT,McKinley,NM,87045,TRI-STATE GENERATION & TRANSMISSION ASSOC INC (100%),1246755,"C,D"
2019,"Escondido Energy Center, LLC",1000074,1968 DON LEE PLACE,33.1261,-117.1172,ESCONDIDO,San Diego,CA,92029,WELLHEAD ELECTRIC CO (100%),9813,D
2019,Essex,1000745,155 RAYMOND BOULEVARD,40.7375,-74.1211,NEWARK,Essex,NJ,7105,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),1338,D
2019,Essex Power Plant,1006098,24201 STATE HWY E,36.8678,-89.8397,ESSEX,Stoddard,MO,63825,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),24158,D
2019,Evander Andrews Power Complex,1000120,1862 NW Mashburn Road,43.1794,-115.7328,Mountain Home,Elmore,ID,83647,IDACORP INC (100%),173862,"C,D"
2019,Exira Station,1000414,3429 JAY AVE,41.5131,-94.9189,BRAYTON,Audubon,IA,50042,WESTERN MINNESOTA MUNICIPAL POWER AGENCY (100%),61403,"C,D"
2019,Exxonmobil Beaumont Refinery,1007959,1795 BURT ST,30.0639,-94.0703,BEAUMONT,Jefferson,TX,77701,EXXON MOBIL CORP (100%),2149197,"C,D,MM,X,Y"
2019,F B Culley Generating Station,1001544,3700 DARLINGTON ROAD,37.91,-87.3267,NEWBURGH,Warrick,IN,47630,VECTREN CORP (100%),1686411,D
2019,F.D. Kuester Generating Station,1013526,80 Eagle Mills Road,46.50995,-87.52451,Negaunee,MARQUETTE COUNTY,MI,49866,WEC Energy Group (100%),236901,C
2019,FORNEY POWER PLANT,1006085,13770 W US HIGHWAY 80,32.7563,-96.4916,FORNEY,KAUFMAN COUNTY,TX,75126,Vistra Energy Corp (100%),4062703,D
2019,"Fairless Energy, LLC",1001407,50 Energy Drive,40.1464,-74.7406,FAIRLESS HILLS,Bucks,PA,19030,EDGEWATER GENERATION LLC (100%),2618360,"C,D"
2019,Faribault Energy Park,1007314,4100 PARK AVE,44.3353,-93.2894,FARIBAULT,Rice,MN,55021,MINNESOTA MUNICIPAL POWER AGENCY (100%),300449,"C,D"
2019,Fayette Energy Facility,1000265,100 ENERGY DRIVE,39.8592,-79.9182,MASONTOWN,Fayette,PA,15461,Vistra Energy Corp (100%),1924377,"C,D"
2019,Federal Research Center at White OAK Central Utility Plant,1006938,10902 New Hampshire Ave,39.03369,-76.98668,Silver Spring,MONTGOMERY COUNTY,MD,20903,US GOVERNMENT (%),75117,C
2019,Flint Creek Power Plant,1007203,21797 SWEPCO PLANT ROAD,36.2561,-94.5241,GENTRY,Benton,AR,72734,AMERICAN ELECTRIC POWER CO INC (50%); ARKANSAS ELECTRIC COOPERATIVE CORP (50%),2460305,D
2019,Fore River Energy Center,1001410,9 BRIDGE ST,42.2417,-70.9653,WEYMOUTH,Norfolk,MA,2191,VOLT PARENT LP (100%),1768903,"C,D"
2019,Fort Churchill,1007576,1000 SIERRA WAY,39.1281,-119.1319,YERINGTON,Lyon,NV,89447,BERKSHIRE HATHAWAY INC (100%),411537,"C,D"
2019,Fort Dodge aka Judson Large,1001573,11453 FT DODGE RD,37.7328,-99.9497,DODGE CITY,Ford,KS,67801,MID KANSAS ELECTRIC CO LLC (100%),4021,"C,D"
2019,Fort Martin Power Station,1000971,1732 FORT MARTIN DRIVE,39.7107,-79.9275,MAIDSVILLE,Monongalia,WV,26541,FIRSTENERGY CORP (100%),6145533,"C,D"
2019,Fort Myers,1001483,10650 STATE ROAD 80,26.6967,-81.7831,FORT MYERS,Lee,FL,33905,NEXTERA ENERGY INC (100%),3411058,"C,D"
2019,Fort St. Vrain,1001029,16805 WELD CR 19 12,40.2461,-104.8742,PLATTEVILLE,Weld,CO,80651,XCEL ENERGY (100%),1717850,"C,D"
2019,Fortistar North Tonawanda Inc,1001269,1070 ERIE AVE,43.0483,-78.8539,NORTH TONAWANDA,Niagara,NY,14120,FORTISTAR LLC (100%),8402,"C,D"
2019,Fountain Valley Power Plant,1007383,18693 Boca Raton Heights,38.5569,-104.6875,Fountain,El Paso,CO,80817,SOUTHWEST GENERATION OPERATING CO LLC (100%),29859,"C,D"
2019,Four Corners Steam Elec Station,1007245,END OF COUNTY RD 6675,36.69,-108.4814,FRUITLAND,San Juan,NM,87416,NAVAJO TRASITIONAL ENERGY CO LLC (7%); UNS ENERGY CORP (7%); PINNACLE WEST CAPITAL CORP (63%); PNM RESOURCES INC (13%); SALT RIVER PROJECT (10%),8844960,"C,D"
2019,Fox Energy Center,1000421,310 East Frontage Road,44.3204,-88.2089,Kaukauna,Outagamie,WI,54130,WEC Energy Group (100%),1477487,"C,D"
2019,Frank Knutson Station,1000061,13501 POWHATEN ROAD,39.9414,-104.6817,COMMERCE CITY,Adams,CO,80022,TRI-STATE GENERATION & TRANSMISSION ASSOC INC (100%),64055,"C,D"
2019,Frank M Tait Station,1000246,2101 ARBOR BLVD,39.7281,-84.2103,MORAINE,Montgomery,OH,45439,ROCKLAND POWER PARTNERS II LP (100%),148521,"C,D"
2019,Frederickson PSE,1004175,4714 192ND STREET EAST,47.08187,-122.3649,TACOMA,PIERCE COUNTY,WA,98446,PUGET SOUND ENERGY (100%),70031,C
2019,Frederickson Power LP,1000301,18610 50Th Ave East,47.0864,-122.3644,Tacoma,Pierce,WA,98446,ATLANTIC POWER (50.15%); PUGET SOUND ENERGY (49.85%),514505,D
2019,Fredericktown Energy Center,1011885,47 Wulfert Drive,37.5103298,-90.3371889,Fredericktown,,MO,63645,MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION (100%),2481,C
2019,Fredonia Generating Station,1004066,13085 Ball Road,48.4553,-122.435,Mount Vernon,SKAGIT COUNTY,WA,98273,PUGET SOUND ENERGY (100%),154544,"C,D"
2019,Freeport Power Plant No. 2,1000288,289 BUFFALO AVE,40.6447,-73.5683,FREEPORT,Nassau,NY,11520,FREEPORT ELECTRIC (100%),8213,"C,D"
2019,Freestone Power Generation,1001372,1366 FM 488,31.8907,-96.1128,FAIRFIELD,Freestone,TX,75840,VOLT PARENT LP (75%); RAYBURN COUNTY ELECTRIC COOP (25%),2860549,"C,D"
2019,French Island,1000219,200 SOUTH BAINBRIDGE STREET,43.8298,-91.26,LA CROSSE,La Crosse,WI,54603,XCEL ENERGY (100%),32145,C
2019,Front Range Power Plant,1001400,6615 GENERATION DRIVE,38.6281,-104.7069,FOUNTAIN,El Paso,CO,80817,COLORADO SPRINGS UTILITIES (100%),1145620,"C,D"
2019,Frontera Generation Facility,1001311,900 S GOODWIN RD,26.208,-98.3992,MISSION,Hidalgo,TX,78572,FRONTERA GENERATION LP (100%),1307536,D
2019,Frontier Generating Station,1006791,7425 SW 29TH ST,35.43522,-97.642633,OKLAHOMA CITY,OKLAHOMA COUNTY,OK,73179,OGE ENERGY CORP (100%),101394,C
2019,Fulton,1001152,100 AECC Road,33.6094,-93.7924,FULTON,Hempstead,AR,71838,ARKANSAS ELECTRIC COOPERATIVE CORP (100%),67641,"C,D"
2019,G G Allen,1000830,253 PLANT ALLEN RD.,35.1897,-81.0122,BELMONT,Gaston,NC,28012,DUKE ENERGY CORP (100%),968124,"C,D"
2019,GEORGE SULLIVAN PLANT TWO,1003493,8900 Starview Drive,61.22957,-149.72018,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,99504,ANCHORAGE MUNICIPALITY OF INC (100%),288356,C
2019,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,1001810,1150 H & H LN,64.768873,-147.353439,NORTH POLE,FAIRBANKS NORTH STAR BOROUGH,AK,99705,GOLDEN VALLEY ELECTRIC ASSOC (100%),310180,C
2019,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,1007068,2.5 Mile HEALY SPUR ROAD,63.74778,-150.306495,HEALY,DENALI BOROUGH,AK,99743,GOLDEN VALLEY ELECTRIC ASSOC (100%),571993,C
2019,GOLDENDALE GENERATING STATION,1001436,600 INDUSTRIAL WAY,45.8114,-120.833,GOLDENDALE,KLICKITAT COUNTY,WA,98620,PUGET SOUND ENERGY (100%),729130,D
2019,GSA Central Heating,1000088,325 13th STREETS SOUTHWEST,38.8856,-77.0244,WASHINGTON,,DC,20407,US GOVERNMENT (%),130350,C
2019,GUAM POWER AUTHORITY - CABRAS POWER PLANT,1007221,322 CABRAS HIGHWAY,13.464516,144.657067,PITI,GUAM,GU,96915,GUAM POWER AUTHORITY (100%),626919,C
2019,Gadsby,1006811,1407 WEST NORTH TEMPLE REAR,40.7686,-111.9289,SALT LAKE CITY,Salt Lake,UT,84104,BERKSHIRE HATHAWAY INC (100%),124601,"C,D"
2019,Gadsden,1007423,1000 GOODYEAR AVE,34.0128,-85.9708,GADSDEN,Etowah,AL,35903,THE SOUTHERN CO (100%),160701,"C,D"
2019,Gallatin,1007790,1499 STEAM PLANT RD,36.3156,-86.4006,GALLATIN,Sumner,TN,37066,US GOVERNMENT (%),4565075,"C,D"
2019,Galveston Bay Refinery,1005585,2401 5TH AVE S IN TEXAS CITY,29.3775,-94.9328,TEXAS CITY,GALVESTON COUNTY,TX,77592,MARATHON PETROLEUM CORP (100%),3190910,"C,D,MM,Y"
2019,Gans Generating Facility,1007454,581 GANS ROAD,39.7475,-79.8388,Lake Lynn,Fayette,PA,15451,"LS Power Development, LLC (100%)",90993,D
2019,Garden City,1001586,2075 W SAINT JOHN ST,37.9703,-100.8956,GARDEN CITY,Finney,KS,67846,SUNFLOWER ELECTRIC POWER CORP (100%),54400,"C,D"
2019,Garnet Valley Facility,1002101,11401 I15,35.99,-115.09,LAS VEGAS,CLARK COUNTY,NV,89165,BONNEVILLE NEVADA CORP (50%); NSG NEW NEVADA HOLDINGS LLC (50%),347861,C
2019,Garrison Energy Center,1012065,"450 Garrison, Oak Dr",39.182358,-75.503347,Dover,KENT COUNTY,DE,19901,EDGEWATER GENERATION LLC (100%),650485,D
2019,Gaylord Generating Station,1013559,2700 Millbocker Road,45.0045,-84.7217,Gaylord,OTSEGO COUNTY,MI,49735,WOLVERINE POWER SUPPLY COOPERATIVE INC (100%),47009,C
2019,Gen J M Gavin,1001194,OHIO ROUTE 7,38.9347,-82.1158,CHESHIRE,Gallia,OH,45620,LIGHTSTONE GENERATION LLC (100%),13044750,"C,D"
2019,Genoa,1005775,S4651 State Road 35,43.5592,-91.2333,Genoa,Vernon,WI,54632,DAIRYLAND POWER COOPERATIVE (100%),1256785,"C,D"
2019,George Neal North,1001612,1151   260th ST,42.3251,-96.3797,SERGEANT BLUFF,Woodbury,IA,51054,BERKSHIRE HATHAWAY INC (84.82%); ALLIANT ENERGY CORP (15.18%),1722781,"C,D"
2019,George Neal South,1001117,2761 PORT NEAL CIRCLE,42.3022,-96.3622,SALIX,Woodbury,IA,51052,CORN BELT POWER COOPERATIVE (9.028%); NORTHWESTERN ENERGY CORP (8.681%); BERKSHIRE HATHAWAY INC (40.57%); NORTHWEST IOWA POWER COOPERATIVE (4.86%); ALLIANT ENERGY CORP (25.695%); ALGONA MUNICIPAL UTILITIES (2.937%); WEBSTER CITY MUNICIPAL UTILITIES (2.604%); MUNICIPAL ELECTRIC UTILITY OF THE CITY OF CEDAR FALLS IOWA (2.5%); SPENCER MUNICIPAL UTILITIES (1.215%),1462769,"C,D"
2019,Georgetown Substation,1001144,8198 GEORGETOWN ROAD,39.9022,-86.2439,INDIANAPOLIS,Marion,IN,46268,AES CORP (50%); INDIANA MUNICIPAL POWER AGENCY (50%),81531,"C,D"
2019,Gerald Andrus,1001189,HWY 82 W,33.3503,-91.1181,GREENVILLE,Washington,MS,38702,ENTERGY CORP (100%),386117,"C,D"
2019,Gerald Gentleman Station,1006589,6089 SOUTH HWY 25,41.0808,-101.1408,SUTHERLAND,Lincoln,NE,69165,NEBRASKA PUBLIC POWER DISTRICT (100%),7966506,"C,D"
2019,Gerald Whelan Energy Center,1006654,4520 EAST SOUTH ST,40.5806,-98.3106,HASTINGS,Adams,NE,68902,PUBLIC POWER GENERATION AGENCY (PPGA-WEC2) (75%); CITY OF HASTINGS NEBRASKA (25%),1552055,D
2019,Germantown Power Plant,1006633,N96 W192898 COUNTY LINE ROAD,43.1952,-88.1496,GERMANTOWN,Washington,WI,53022,WEC Energy Group (100%),16549,D
2019,Ghent,1006512,9485 Highway 42 East,38.7497,-85.035,Ghent,CARROLL COUNTY,KY,41045,PPL CORP (100%),9898925,D
2019,Gibson,1001030,1097 N 950 W,38.3722,-87.7661,OWENSVILLE,Gibson,IN,47665,DUKE ENERGY CORP (90.11%); WABASH VALLEY POWER ASSOC (4.95%); INDIANA MUNICIPAL POWER AGENCY (4.94%),11577452,D
2019,"Gibson City Energy Center, LLC",1001361,545 N JORDAN DR,40.4705,-88.3987,GIBSON CITY,Ford,IL,60936,ROCKLAND CAPITAL LLC (100%),44349,"C,D"
2019,Gila River Power Station,1000097,1250 E. Watermelon Road,32.9761,-112.694,Gila Bend,Maricopa,AZ,85337,SALT RIVER PROJECT (50%); UNS ENERGY CORP (50%),3441658,D
2019,Gilbert Generating Station,1000741,315 RIEGELSVILLE RD RTE 627,40.5661,-75.165,MILFORD,Hunterdon,NJ,8848,GENON HOLDINGS INC (100%),11733,"C,D"
2019,"Gilroy Energy Center, LLC",1000300,1400 PACHECO PASS HWY,36.999,-121.5363,GILROY,Santa Clara,CA,95020,VOLT PARENT LP (100%),16499,D
2019,"Gilroy Energy Center, LLC for King City",1000122,51 DON BATES WAY,36.225,-121.1278,KING CITY,Monterey,CA,93930,VOLT PARENT LP (100%),3815,D
2019,Gleason Generating Facility,1007660,1166 JAMES MILL ROAD,36.2454,-88.612,GLEASON,Weakley,TN,38229,US GOVERNMENT (%),269956,"C,D"
2019,Glenarm,1001459,43 EAST STATE ST,34.1256,-118.1474,PASADENA,Los Angeles,CA,91105,CITY OF PASADENA (100%),35542,"C,D"
2019,Glenwood Landing Energy Center,1001170,SHORE ROAD,40.8275,-73.6478,GLENWOOD LANDING,Nassau,NY,11547,NATIONAL GRID USA (100%),45575,D
2019,Goal Line LP,1005843,555 North Tulip Street,33.11862,-117.09927,Escondido,SAN DIEGO COUNTY,CA,92025,SOUTHWEST GENERATION OPERATING CO LLC (100%),9544,"C,D"
2019,Goodman Energy Center,1012016,1713 230th Avenue,38.931098,-99.354339,Hays,ELLIS COUNTY,KS,67601,MIDWEST ENERGY INC (100%),50536,C
2019,Goose Creek Power Plant,1000264,760 EAST 2150 NORTH ROAD,40.1083,-88.5986,MONTICELLO,Piatt,IL,61856,AMEREN CORP (100%),3584,"C,D"
2019,Gordon Evans Energy Center,1006735,6001 N 151st West,37.7903,-97.5217,Colwich,SEDGWICK COUNTY,KS,67030,EVERGY INC (100%),184481,"C,D"
2019,Gordonsville Power Station,1000263,819 Hill Road,38.1245,-78.2031,GORDONSVILLE,Louisa,VA,22942,DOMINION ENERGY INC (100%),550080,D
2019,Gorgas,1001413,460 GORGAS ROAD,33.6446,-87.2003,PARRISH,Walker,AL,35580,THE SOUTHERN CO (100%),547323,"C,D"
2019,Gowanus Generating Station,1007017,29TH ST AND 2ND AVE,40.6635,-74.0051,BROOKLYN,Kings,NY,11232,ARCLIGHT CAPITAL HOLDINGS LLC (100%),7315,C
2019,Graham,1000941,,33.135,-98.6117,Graham,Young,TX,76450,Vistra Energy Corp (100%),168553,D
2019,Grand River Dam Authority,1001428,8142 HWY 412B,36.1906,-95.2889,CHOUTEAU,Mayes,OK,74337,GRAND RIVER DAM AUTHORITY (100%),980978,"C,D"
2019,"Grand Tower Energy Center, LLC",1001515,1820 POWER PLANT ROAD,37.6578,-89.5119,GRAND TOWER,Jackson,IL,62942,ROCKLAND CAPITAL LLC (100%),443874,"C,D"
2019,Granite Ridge Energy,1001345,21 NORTH WENTWORTH AVE,42.9043,-71.4251,LONDONDERRY,Rockingham,NH,3053,VOLT PARENT LP (100%),1166348,D
2019,Grant Town Power Plant,1000251,228 ABPP Drive,39.5611,-80.1642,GRANT TOWN,Marion,WV,26574,AMERICAN BITUMINOUS POWER PARTNERS LP (100%),837597,C
2019,Gravel Neck Combustion Turbine,1000302,5208 HOG ISLAND ROAD,37.1575,-76.6911,SURRY,Surry,VA,23883,DOMINION ENERGY INC (100%),55215,"C,D"
2019,Grays Ferry Cogen Partnership,1001285,2600 CHRISTIAN ST,39.9417,-75.1883,PHILADELPHIA,Philadelphia,PA,19146,VICINITY ENERGY (100%),665699,"C,D"
2019,Grays Harbor Energy Center,1000207,401 Keys Rd,46.9688,-123.48,Elma,GRAYS HARBOR COUNTY,WA,98541,INVENERGY LLC (50%); STARK POWER GENERATION I HOLDINGS LLC (50%),1337982,"C,D"
2019,Grayson Power Plant,1006628,800 AIR WAY,34.1556,-118.2782,GLENDALE,Los Angeles,CA,91201,CITY OF GLENDALE (100%),67912,"C,D"
2019,Greater Des Moines Energy Center,1000223,4401A CARLISLE RD,41.5563,-93.5283,PLEASANT HILL,Polk,IA,50317,BERKSHIRE HATHAWAY INC (100%),180728,"C,D"
2019,"Green Country Energy, LLC",1006981,12307 S Florence Ave,35.9833,-95.9346,Jenks,Tulsa,OK,74037,J-POWER USA DEVELOPMENT CO LTD (100%),1889727,"C,D"
2019,"Green Power Solutions of Georgia, LLC",1013284,507 Academy Avenue,32.53669,-82.91048,Dublin,LAURENS COUNTY,GA,31040,GREEN POWER SOLUTIONS OF GEORGIA LLC (52%); WESTROCK CO (48%),196685,C
2019,Greene County,1000364,801 Steam Plant Road,32.6017,-87.7811,Forkland,Greene,AL,36740,THE SOUTHERN CO (100%),1024963,"C,D"
2019,Greenidge Generation LLC,1000774,590 PLANT ROAD,42.6789,-76.9483,DRESDEN,Yates,NY,14441,GREENIDGE GENERATION HOLDINGS LLC (100%),35812,"C,D"
2019,Greenland Energy Center,1000544,6850 Energy Center Drive,30.1603,-81.5164,Jacksonville,Duval,FL,32256,JEA (100%),268000,"C,D"
2019,Greenleaf Energy Unit 1 LLC,1000594,5087 South Township,43.0722,-86.2342,Yuba City,SUTTER COUNTY,CA,95993,GREENLEAF ENERGY UNIT (1 OR 2) LLC (100%),3957,D
2019,Greenleaf Energy Unit 2 LLC,1000596,875 North Walton Ave,39.142861,-121.636778,Yuba City,SUTTER COUNTY,CA,95993,GREENLEAF ENERGY UNIT (1 OR 2) LLC (100%),114433,C
2019,Greens Bayou,1005671,12070 OLD BEAUMONT HIGHWAY,29.8208,-95.2194,HOUSTON,Harris,TX,77049,NRG ENERGY INC (100%),131681,C
2019,Greensville County Power Station,1013219,2500 Rogers Rd.,36.719298,-77.649107,Emporia,GREENSVILLE COUNTY,VA,23847,DOMINION ENERGY INC (100%),3493896,"C,D"
2019,Greenville Electric Gen Station,1001373,5119 SEBRING WARNER ROAD,40.0747,-84.6147,GREENVILLE,Darke,OH,45331,BUCKEYE POWER INC (100%),108906,D
2019,Greenwood,1001012,7000 KILGORE,43.1056,-82.6964,AVOCA,Saint Clair,MI,48006,DTE ENERGY CO (100%),570913,"C,D"
2019,Greenwood Generating Station,1000512,14015 S SMART RD,38.8615,-94.2982,GREENWOOD,Jackson,MO,64034,EVERGY INC (100%),21303,C
2019,Gregory Power Facility,1006927,TX HWY 361 EAST @ SAC,27.8881,-97.2572,GREGORY,San Patricio,TX,78359,NRG ENERGY INC (100%),189458,"C,D"
2019,Griffith Energy Project,1001326,3375 WEST NAVAJO ROAD,35.0517,-114.1334,GOLDEN VALLEY,Mohave,AZ,86413,HIGHSTAR CAPITAL (100%),1256955,"C,D"
2019,Groton Generating Station,1000451,HWY 37,45.3718,-98.1032,GROTON,Brown,SD,57445,BASIN ELECTRIC POWER COOPERATIVE (100%),62192,D
2019,Guadalupe Generating Station,1006040,5740 WEIL ROAD,29.6237,-98.1395,MARION,Guadalupe,TX,78124,VOLT PARENT LP (100%),2366734,"C,D"
2019,Gulf Clean Energy Center,1006702,11999 PATE ST,30.5661,-87.2289,PENSACOLA,Escambia,FL,32514,NEXTERA ENERGY INC (100%),2806816,D
2019,H A Wagner LLC,1005995,3000 Brandon Shores Rd,39.1781,-76.5268,Baltimore,Anne Arundel,MD,21226,TALEN ENERGY CORP (100%),205671,"C,D"
2019,H B Robinson / Darlington Electric Power Plant,1000906,3581 WEST ENTRANCE ROAD,34.4017,-80.1589,HARTSVILLE,Darlington,SC,29550,DUKE ENERGY CORP (100%),19360,"C,D"
2019,H F Lee Steam Electric Plant,1000786,1199 Black Jack Church Rd,35.3775,-78.0875,GOLDSBORO,Wayne,NC,27530,DUKE ENERGY CORP (100%),2649902,"C,D"
2019,H L Spurlock,1007640,ROUTE 8,38.7,-83.8175,MAYSVILLE,Mason,KY,41056,EAST KENTUCKY POWER COOPERATIVE INC (100%),5724873,"C,D"
2019,H W Pirkey Power Plant,1001176,2396 FM RD 3251,32.4607,-94.4852,HALLSVILLE,Harrison,TX,75650,AMERICAN ELECTRIC POWER CO INC (85.936%); OKLAHOMA MUNICIPAL POWER AUTHORITY (2.344%); NORTHEAST TEXAS ELECTRIC COOPERATIVE (11.72%),3454919,D
2019,HAL C WEAVER POWER PLANT,1003645,215 E 24TH,30.28724,-97.73589,AUSTIN,TRAVIS COUNTY,TX,78713,UNIVERSITY OF TEXAS SYSTEM (100%),218561,C
2019,HAMPTON/NASA STEAM PLANT,1000564,50 WYTHE CREEK ROAD,37.1006,-76.39072,HAMPTON,HAMPTON CITY,VA,23666,CITY OF HAMPTON (100%),23686,C
2019,HANK NIKKELS PLANT ONE,1003492,821 EAST FIRST AVENUE,61.2218,-149.8661,ANCHORAGE,ANCHORAGE MUNICIPALITY,AK,99501,ANCHORAGE MUNICIPALITY OF INC (100%),12157,C
2019,HAWAII ELECTRIC LIGHT CO (HELCO) - KANOELEHUA HILL GENERATING STATION,1001552,54 HALEKAUILA STREET,19.70467,-155.06314,HILO,HAWAII COUNTY,HI,96720,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),177961,C
2019,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,1001557,73-4249 PUKIAWE ST.,19.720815,-156.032477,KAILUA KONA,HAWAII COUNTY,HI,96740,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),218753,C
2019,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,1001555,,19.6316,-155.0312,KEAAU,HAWAII COUNTY,HI,96749,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),66809,C
2019,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1007845,475 KAMEHAMEHA HIGHWAY,21.388997,-157.961171,PEARL CITY,HONOLULU COUNTY,HI,96782,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),857248,C
2019,HAWAIIAN ELECTRIC COMPANY (HECO) CAMPBELL INDUSTRIAL PARK GENERATING STATION,1006105,91-196 HANUA ST,21.310595,-158.10339,KAPOLEI,HONOLULU COUNTY,HI,96707,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),136045,C
2019,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1007740,92-200 Farrington Highway,21.344189,-158.117664,Kapolei,HONOLULU COUNTY,HI,96707,HAWAIIAN ELECTRIC INDUSTRIES INC (100%),1866716,C
2019,HENNEPIN COUNTY ENERGY CENTER,1005637,600 10TH AVENUE SOUTH,44.97206,-93.25783,MINNEAPOLIS,HENNEPIN COUNTY,MN,55415,CLEARWAY ENERGY INC (100%),33408,C
2019,"HERMISTON GENERATING COMPANY, L.P.",1003652,78145 WESTLAND RD.,45.8042,-119.37,HERMISTON,UMATILLA COUNTY,OR,97838,PACIFICORP (50%); PERENNIAL POWER HOLDINGS INC (50%),1154924,D
2019,HIBBING PUBLIC UTILITIES COMMISSION,1002484,1832 6TH AVENUE EAST,47.429706,-92.935297,HIBBING,ST. LOUIS COUNTY,MN,55746,CITY OF HIBBING (100%),60583,"C,NN"
2019,HIGH SIERRA LIMITED,1002821,10600 OIL FIELD ROAD,35.491672,-119.041739,BAKERSFIELD,KERN COUNTY,CA,93308,HIGH SIERRA LTD (100%),9205,C
2019,HILLMAN POWER COMPANY,1006194,750 PROGRESS ST,45.0688,-83.893158,HILLMAN,MONTMORENCY COUNTY,MI,49746,FORTISTAR LLC (100%),12272,C
2019,HMP&L Station 2,1005620,State Highway Jct. 2096/2097,37.6472,-87.5028,Sebree,Henderson,KY,42455,CITY OF HENDERSON (100%),19993,D
2019,Hagood,1000973,2200 HAGOOD ROAD,32.8265,-79.9634,CHARLESTON HEIGHTS,Charleston,SC,29405,DOMINION ENERGY INC (100%),11450,"C,D"
2019,"Hamakua Energy, LLC",1001802,45-300 LEHUA STREET,20.094083,-155.471028,HONOKAA,HAWAII COUNTY,HI,96727,HEI (100%),224951,C
2019,Hamilton Liberty LLC,1012196,151 Liberty Lane,41.769083,-76.389278,Towanda,BRADFORD COUNTY,PA,18848,PANDA POWER FUNDS (100%),1851549,"C,D"
2019,Hamilton Municipal Power Plant,1000856,960 N 3RD ST,39.4099,-84.5544,HAMILTON,Butler,OH,45011,CITY OF HAMILTON (100%),2203,"C,D"
2019,Hamilton Patriot,1012122,50 Patriot Lane,41.1889715,-76.8951551,Montgomery,,PA,17752,PANDA POWER FUNDS (100%),1442208,"C,D"
